seq,title,url,image_url,ingredients_text,steps_text,tags,publish_date
B01-1181,【食譜】山藥枸杞鱸魚湯:www.ytower.com.tw,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-1181,https://d3l76hx23vw40a.cloudfront.net/recipe/bk180-041.jpg,【材　料】、鱸魚:700公克、山藥:200公克、薑絲:10公克、水:800㏄、枸杞:中藥材：  10公克、【調 味 料】、鹽:1茶匙 米酒 30㏄、米酒:30㏄,"1. 1.鱸魚切塊後洗淨；山藥去皮切小塊，備用。
2. 2.將所有材料、米酒放入電鍋中，外鍋加半杯水，蓋上鍋蓋，按下開關，待開關跳起，加入鹽調味即可。",,
B01-1287,【食譜】砂鍋魚頭(7):www.ytower.com.tw,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-1287,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn50-037.jpg,【材　料】、魚頭:650公克、肉片:60公克、豆腐:60公克、香菇:20公克、金針菇:20公克、大白菜:80公克、寬粉條:？公克、蔥段:40公克、蒜頭:30公克、辣椒片:20公克、【調 味 料】、糖:1大匙 醬油 1大匙 蠔油 1大匙 米酒 1大匙 香油 1大匙 高湯 1200㏄ 白胡椒粉 1小匙、醬油:1大匙 蠔油 1大匙 米酒 1大匙 香油 1大匙 高湯 1200㏄ 白胡椒粉 1小匙、蠔油:1大匙 米酒 1大匙 香油 1大匙 高湯 1200㏄ 白胡椒粉 1小匙、米酒:1大匙 香油 1大匙 高湯 1200㏄ 白胡椒粉 1小匙、香油:1大匙 高湯 1200㏄ 白胡椒粉 1小匙、高湯:1200㏄ 白胡椒粉 1小匙、白胡椒粉:1小匙、,"1. 1.豆腐切適當塊狀；香菇泡水至軟切絲；大白菜切片，備用。
2. 2.熱鍋，倒入稍多的油，待油溫熱至160℃，放入豆腐炸至金黃取出瀝油備用。
3. 3.再放入洗淨的魚頭，炸至表面金黃取出瀝油備用。
4. 4.作法3鍋中留少許油，放入蔥段、蒜頭、辣椒片及香菇絲爆香，放入大白菜炒勻。
5. 5.將作法4移入砂鍋中，加入所有調味料、作法3魚頭、豆腐、肉片及金針菇煮沸。
6. 6.放入寬粉條轉小火燜煮20分鐘即可。",,
B01-0771,【食譜】蜜汁小魚干:www.ytower.com.tw,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-0771,https://d3l76hx23vw40a.cloudfront.net/recipe/bk128-035a.jpg,【材　料】、小魚干:200公克、【調 味 料】、醬油:37公克 味醂 53公克 米酒 53公克 白砂糖 48公克 水 150c.c 麥芽糖 60公克、味醂:53公克 米酒 53公克 白砂糖 48公克 水 150c.c 麥芽糖 60公克、米酒:53公克 白砂糖 48公克 水 150c.c 麥芽糖 60公克、白砂糖:48公克 水 150c.c 麥芽糖 60公克、水:150c.c 麥芽糖 60公克、麥芽糖:60公克,"1. 1.小魚干洗淨入滾水中汆燙後撈起瀝乾。
2. 2.將所有調味料煮開，放入作法1的小魚干，待湯汁再度煮開後，再轉小火煮至湯汁收乾呈濃稠狀即可。",,
B01-604,【食譜】蕃茄鮪魚沙拉:www.ytower.com.tw,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-604,https://d3l76hx23vw40a.cloudfront.net/recipe/bk106a-045a.jpg,【材　料】、鮪魚罐頭:1罐、大紅蕃茄:2個、洋蔥碎:50公克、酸豆:20公克、【調 味 料】、香草美乃滋:3大匙,"1. 1.鮪魚罐頭瀝去油份，將鮪魚放入碗中。
2. 2.將洋蔥碎、酸豆、香草美乃滋加入作法1的鮪魚中拌勻備用。
3. 3.大紅蕃茄洗淨，去蒂將籽挖去，將作法2的鮪魚填入大紅蕃茄中。
4. 4.將作法3的大紅蕃茄放入烤箱中，以180℃烤約3分鐘即可。",,
B01-560,【食譜】藥燉鰻魚:www.ytower.com.tw,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-560,https://d3l76hx23vw40a.cloudfront.net/recipe/ck41-030.jpg,【材　料】、枸杞:藥材：  2錢、當歸:1錢、川牛膝:3錢、黃芪:6錢、人蔘片:1錢、甘草:2片、料理米酒:材料：  1瓶、水:600cc、鰻魚:16兩、生薑:1小段、【調 味 料】、鹽:1小匙,"1. 1.生薑切小片，枸杞洗淨泡軟瀝乾，備用。
2. 2.先將鰻魚裝在一個大的白色塑膠袋中(或是直接使用買回來鰻魚裝的塑膠袋)，在袋中加入水並重複沖洗2次(可先在袋尾剪一個小洞，水由袋口灌入，袋尾的小洞流出，當水完全流完時即為完成沖洗的動作，過程中請維持鰻魚一直在袋中)，沖洗完畢後，用橡皮筋將袋尾的小洞綁緊，將半瓶的米酒倒入並綁緊袋口，放置5分鐘直到鰻魚有發醉不動的效果(翻白肚的象徵)，表示鰻魚灌醉的動作已完成。
3. 3.取一砂鍋，放入步驟2的鰻魚和米酒，加入步驟1的枸杞和其他所有的藥材，再加入步驟1的薑片、水及剩餘的半瓶米酒，用砂鍋蓋或是保鮮膜密封，放入蒸籠用大火蒸約40分鐘熄火取出，最後加入鹽調味即可。",,
B01-1304,【食譜】檸檬魚(2):www.ytower.com.tw,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-1304,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn58-039a.jpg,【材　料】、鱸魚:1尾、薑末:10公克、蒜末:10公克、辣椒末:10公克、洋蔥絲:適量、薑片:適量、檸檬片:適量、香菜末:適量、【調 味 料】、A.米酒:少許 鹽 少許 B.魚露 1又1/2大匙 糖 1大匙 檸檬汁 2大匙、鹽:少許 B.魚露 1又1/2大匙 糖 1大匙 檸檬汁 2大匙、B.魚露:1又1/2大匙 糖 1大匙 檸檬汁 2大匙、糖:1大匙 檸檬汁 2大匙、檸檬汁:2大匙、,"1. 1.鱸魚洗淨、瀝乾水分，在表面淋上米酒、抹上鹽，備用。
2. 2.取所有調味料B加入薑末、蒜末與辣椒末拌勻，備用。
3. 3.取一蒸盤，在盤底放上洋蔥絲與薑片，接著放上作法1的鱸魚，淋上作法2的醬汁，放入蒸鍋中以大火蒸約15分鐘至熟，取出後放上檸檬片與香菜末即可。",,
B01-462,【食譜】炸水晶魚:www.ytower.com.tw,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-462,https://d3l76hx23vw40a.cloudfront.net/recipe/whk39-104b.jpg,【材　料】、水晶魚:100g、脆酥粉:100g、蛋黃:1個、水:100㏄、廣東A菜:2片、【調 味 料】、鹽:1/2大匙 胡椒鹽 1大匙、胡椒鹽:1大匙,"1. 1.水晶魚洗淨後加入少許鹽抓勻，後醃漬約20分鐘備用。
2. 2.取一碗，放入脆酥粉、蛋黃、水一起調和成麵糊備用。
3. 3.將作法1的水晶魚分別放入作法2麵糊內均勻沾裹，重複此動作至材料用畢為止。
4. 4.取一油鍋，燒至約180℃後放入作法3的水晶魚，轉以中火炸約4分鐘，至表面呈現金黃色後撈起、瀝乾盛盤。
5. 5.食用時沾上少許胡椒鹽即可。",,
B01-0960,【食譜】薑絲鮮魚湯:www.ytower.com.tw,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-0960,https://d3l76hx23vw40a.cloudfront.net/recipe/gy20-026.jpg,【材　料】、鮮魚塊:300公克、薑絲:10公克、枸杞:10公克、蔥花:少許、【調 味 料】、鹽:1/2小匙 雞粉 1/2小匙 米酒 1小匙 胡椒粉 少許 香油 少許、雞粉:1/2小匙 米酒 1小匙 胡椒粉 少許 香油 少許、米酒:1小匙 胡椒粉 少許 香油 少許、胡椒粉:少許 香油 少許、香油:少許,"1. 1.取一湯鍋，加入800㏄的水煮滾後放入鮮魚塊、薑絲、枸杞，煮至再度滾沸後轉小火，續煮約10分鐘。
2. 2.於作法1的鍋中加入所有調味料拌勻，起鍋前撒上蔥花即可。",,
B01-1189,【食譜】薑絲魚片湯:www.ytower.com.tw,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-1189,https://d3l76hx23vw40a.cloudfront.net/recipe/bk181-039.jpg,【材　料】、鯛魚:1片、薑絲:6公克、青蔥末:1支、【調 味 料】、雞粉:1小匙 白胡椒粉 少許 鹽 少許 米酒 1大匙 香油 1小匙 水 2碗、白胡椒粉:少許 鹽 少許 米酒 1大匙 香油 1小匙 水 2碗、鹽:少許 米酒 1大匙 香油 1小匙 水 2碗、米酒:1大匙 香油 1小匙 水 2碗、香油:1小匙 水 2碗、水:2碗,"1. 1.取可微波的大碗，放入所有的調味料混合拌勻。
2. 2.將鯛魚洗淨切片，用餐巾紙吸乾水份，放入作法1的大碗中，加入薑絲和青蔥末，再放入微波爐中，將微波時間設定為5分鐘即可。",,
B01-1034,【食譜】蒜苗炒鯊魚(2):www.ytower.com.tw,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-1034,https://d3l76hx23vw40a.cloudfront.net/recipe/gy45-016.jpg,【材　料】、鯊魚:300公克、青蒜:150公克、辣椒片:10公克、薑絲:10公克、蒜末:5公克、【調 味 料】、鹽:1/2小匙 糖 1/2小匙 雞粉 1/2小匙 烏醋 1/2大匙 醬油 少許 米酒 1大匙、糖:1/2小匙 雞粉 1/2小匙 烏醋 1/2大匙 醬油 少許 米酒 1大匙、雞粉:1/2小匙 烏醋 1/2大匙 醬油 少許 米酒 1大匙、烏醋:1/2大匙 醬油 少許 米酒 1大匙、醬油:少許 米酒 1大匙、米酒:1大匙,"1. 1.鯊魚洗淨切小片備用。
2. 2.青蒜洗淨切片，蒜白與蒜尾分開備用。
3. 3.熱鍋，倒入2大匙油，放入蒜末、薑絲爆香。
4. 4.於作法3中放入辣椒片、作法2的蒜白炒香，再加入作法1的鯊魚片炒約1分鐘。
5. 5.加入所有調味料、作法2的蒜尾炒熟入味即可。",,
B01-286,【食譜】糖醋魚(1):www.ytower.com.tw,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-286,https://d3l76hx23vw40a.cloudfront.net/recipe/bk66-026.jpg,【材　料】、吳郭魚:1條、青椒:50g、胡蘿蔔:50g、洋蔥:50g、【調 味 料】、A.雞粉:1g 鹽 1g 米酒 15㏄ B.白醋 45㏄ 蕃茄醬 30㏄ 糖 60g 水 45㏄ C.太白粉 50g 太白粉水 15㏄ 香油 15㏄、鹽:1g 米酒 15㏄ B.白醋 45㏄ 蕃茄醬 30㏄ 糖 60g 水 45㏄ C.太白粉 50g 太白粉水 15㏄ 香油 15㏄、米酒:15㏄ B.白醋 45㏄ 蕃茄醬 30㏄ 糖 60g 水 45㏄ C.太白粉 50g 太白粉水 15㏄ 香油 15㏄、B.白醋:45㏄ 蕃茄醬 30㏄ 糖 60g 水 45㏄ C.太白粉 50g 太白粉水 15㏄ 香油 15㏄、蕃茄醬:30㏄ 糖 60g 水 45㏄ C.太白粉 50g 太白粉水 15㏄ 香油 15㏄、糖:60g 水 45㏄ C.太白粉 50g 太白粉水 15㏄ 香油 15㏄、水:45㏄ C.太白粉 50g 太白粉水 15㏄ 香油 15㏄、C.太白粉:50g 太白粉水 15㏄ 香油 15㏄、太白粉水:15㏄ 香油 15㏄、香油:15㏄,"1. 1.吳郭魚洗淨，魚身二面各斜切4刀(不切斷)，以調味料A均勻塗抹魚身醃2分鐘至入味備用。
2. 2.青椒、胡蘿蔔及洋蔥分別切絲備用。
3. 3.將作法1.的魚身均勻沾裹調味料C.中的太白粉(連切口也要沾裹均勻)。
4. ４.熱鍋，加入600㏄沙拉油燒熱約至180℃時，放入作法2中的魚以中火炸約5分鐘至熟即可撈起瀝油。
5. ５.另熱一鍋，加入15㏄沙拉油，以中火略炒青椒絲、胡蘿蔔絲及洋蔥絲後，加入調味料B煮至沸騰，再用調味料C的太白粉水勾芡，最後灑上香油拌勻，淋至作法3油炸完成的魚身上即可。",,
B01-428,【食譜】虱目魚丸(1):www.ytower.com.tw,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-428,https://d3l76hx23vw40a.cloudfront.net/recipe/bk85-008.jpg,【材　料】、虱目魚:600公克、【調 味 料】、鹽:1/2小匙 胡椒粉 少許 太白粉 30公克 糖 2公克、胡椒粉:少許 太白粉 30公克 糖 2公克、太白粉:30公克 糖 2公克、糖:2公克,"1. 1.將處理好的虱目魚肉切成數個小塊，以利果汁機攪打的塊狀即可。
2. 2.將魚塊放入果汁機中攪打成泥狀後取出。
3. 3.將所有的調味料放入作法2中一起攪拌均勻即為虱目魚漿。
4. 4.將虱目魚漿放在容器內，以手拿起魚漿不斷的用力摔打數次，直到魚漿的筋性出現，摸起來較結實。
5. 5.取一中華鍋，在鍋中放入約7分滿的水，以中火將水煮開。
6. 6.將作法4的魚漿用手的虎口處捏出數個圓球狀後，放入正好滾的鍋中煮熟即可。",,
B01-0727,【食譜】炒魚皮:www.ytower.com.tw,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-0727,https://d3l76hx23vw40a.cloudfront.net/recipe/bk119-018.jpg,【材　料】、魚皮:300公克、西芹:150公克、蒜苗:1支、辣椒:1條、蒜末:10公克、薑末:10公克、【調 味 料】、鹽:1/3小匙 雞粉 1/2小匙 糖 1/2小匙 醬油 1小匙 烏醋 1小匙 香油 少許 米酒 2大匙 油 2大匙、雞粉:1/2小匙 糖 1/2小匙 醬油 1小匙 烏醋 1小匙 香油 少許 米酒 2大匙 油 2大匙、糖:1/2小匙 醬油 1小匙 烏醋 1小匙 香油 少許 米酒 2大匙 油 2大匙、醬油:1小匙 烏醋 1小匙 香油 少許 米酒 2大匙 油 2大匙、烏醋:1小匙 香油 少許 米酒 2大匙 油 2大匙、香油:少許 米酒 2大匙 油 2大匙、米酒:2大匙 油 2大匙、油:2大匙,"1. 1.魚皮洗淨、切段；西芹切片；蒜苗切段，蒜白、蒜尾分開；辣椒切片，備用。
2. 2.作法1的魚皮放入沸水中汆燙一下，馬上撈出瀝乾備用。
3. 3.熱一鍋放入適量油、蒜末、薑末、作法1的蒜白、辣椒片爆香。
4. 4.再放作法1的西芹片、作法1的蒜尾、作法2的魚皮及其餘調味料快炒入味即可。",,
B01-440,【食譜】蔥燒鯽魚(1):www.ytower.com.tw,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-440,https://d3l76hx23vw40a.cloudfront.net/recipe/bk87-015.jpg,【材　料】、鯽魚:2條、蔥:6根、薑:10克、【調 味 料】、醬油:2大匙 細糖 1大匙 白醋 1/2茶匙 料酒 1茶匙 水 200㏄、細糖:1大匙 白醋 1/2茶匙 料酒 1茶匙 水 200㏄、白醋:1/2茶匙 料酒 1茶匙 水 200㏄、料酒:1茶匙 水 200㏄、水:200㏄,"1. 1.將鯽魚洗淨，以廚房紙巾輕輕按乾；蔥切長段；薑切片備用。
2. 2.熱鍋，放入2大匙油，燒熱，先放入蔥、薑炸至微焦黃後撈出，再放入作法１的魚以中火炸約3分鐘至焦酥撈出瀝乾油脂。
3. 3.另起一鍋，放入作法２的魚，上舖作法２的蔥、薑，再加入所有調味料以小火慢熬約15分鐘至湯汁稍乾，魚入味即可。",,
B01-1350,【食譜】西班牙海鮮燉飯(1):www.ytower.com.tw,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-1350,https://d3l76hx23vw40a.cloudfront.net/recipe/m461.jpg,【材　料】、義大利綜合香料:1茶匙、薑黃粉:1茶匙、鹽:適量、巴西里:適量、洋蔥丁:2大匙、草蝦:適量、魚片:適量、蛤蜊:適量、長米:200g、白酒:2大匙、魚高湯:400cc,"1. 1.洋蔥丁入鍋炒勻，再將蛤蜊放入一併拌炒，小火炒到出水。
2. 2.將長米放入鍋中拌炒，加入少許義大利綜合香料與白酒。
3. 3.加入魚片、草蝦一併放入鍋中，翻炒均勻再加入薑黃粉。
4. 4.加入適量的魚高湯拌勻之後小火收乾，到米全熟即可。
5. 5.蛤蜊放回鍋中，再加入鹽調味，並加入巴西里增加香味，即可起鍋裝盤。",,
B01-0730,【食譜】蒜苗炒鯊魚(1):www.ytower.com.tw,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-0730,https://d3l76hx23vw40a.cloudfront.net/recipe/bk119-020b.jpg,【材　料】、鯊魚:200公克、蒜苗:2支、西芹:80公克、辣椒:1條、蒜末:10公克、嫩薑:1塊、水:50cc、【調 味 料】、鹽:1/3小匙 雞粉 1/2小匙 細糖 1/2小匙 烏醋 1/2大匙 醬油 1小匙 米酒 1大匙 油 2大匙、雞粉:1/2小匙 細糖 1/2小匙 烏醋 1/2大匙 醬油 1小匙 米酒 1大匙 油 2大匙、細糖:1/2小匙 烏醋 1/2大匙 醬油 1小匙 米酒 1大匙 油 2大匙、烏醋:1/2大匙 醬油 1小匙 米酒 1大匙 油 2大匙、醬油:1小匙 米酒 1大匙 油 2大匙、米酒:1大匙 油 2大匙、油:2大匙,"1. 1.鯊魚洗淨、切片備用。
2. 2.蒜苗、辣椒切片，將蒜白、蒜尾分開；西芹切段；嫩薑切絲，備用。
3. 3.熱一鍋，放入油、蒜末、作法2的辣椒片、蒜白、薑絲爆香，再放入作法1的鯊魚片炒數下。
4. 4.再加入作法2的西芹段、蒜尾、水及其餘的調味料拌炒入味即可。",,
B01-1737,【食譜】莧菜吻仔魚粥:www.ytower.com.tw,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-1737,https://d3l76hx23vw40a.cloudfront.net/recipe/whk094-081a.jpg,【材　料】、白飯:400公克、莧菜:150公克、蒜末:30公克、吻仔魚:120公克、高湯:1500cc、【調 味 料】、鹽:1/2小匙 胡椒粉 少許 米酒 少許、胡椒粉:少許 米酒 少許、米酒:少許、,"1. 1.莧菜洗淨，切小段，放入滾水中稍微汆燙過，瀝乾備用。
2. 2.熱鍋，加入1大匙油，放入蒜末爆香，盛起備用。
3. 3.作法2鍋中再倒入高湯煮滾，放入白飯拌勻煮滾，放入莧菜煮5分鐘。
4. 4.最後放入吻仔魚和所有調味料續煮1分鐘，加入作法2爆香的蒜末拌勻即可。",,
B01-1033,【食譜】椒鹽魚柳:www.ytower.com.tw,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-1033,https://d3l76hx23vw40a.cloudfront.net/recipe/gy45-015.jpg,【材　料】、加州鱸魚:1尾、蒜末:10公克、薑末:10公克、蔥末:10公克、辣椒末:10公克、香菜:適量、地瓜粉:適量、【調 味 料】、胡椒鹽:適量、【醃　 料】、鹽:少許、糖:1/4小匙、米酒:1大匙,"1. 1.加州鱸魚處理後洗淨切條狀，放入所有醃料醃約10分鐘，再沾裹上地瓜粉備用。
2. 2.熱鍋，倒入稍多的油，待油溫熱至160℃，放入作法1的魚條，炸至表面上色，撈起瀝油備用。
3. 3.作法2鍋中留少許油，加入蒜末、薑末、蔥末、辣椒末爆香，再加入作法2的魚條、胡椒鹽炒勻，加入香菜即可。",,
B01-0643,【食譜】日式鮪魚沙拉飯糰:www.ytower.com.tw,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-0643,https://d3l76hx23vw40a.cloudfront.net/recipe/ck46-036.jpg,【材　料】、白米飯:80公克、鮪魚:120公克、洋蔥:100公克、沙拉:1大匙、海苔片:1片、【調 味 料】、鹽:少許 胡椒 少許、胡椒:少許,"1. 1.鮪魚瀝掉油份；洋蔥切成小丁狀後，放入紗布內沖水洗去嗆味備用。
2. 2.取一容器，放入作法1的洋蔥丁和鮪魚後，加入所有的調味料、沙拉一起攪拌均勻，即為飯糰餡料。
3. 3.用冷開水沾濕雙手後，塗抹上少許的鹽（份量外）於手上，再取白米飯放在手掌上後，略施力氣的將白米飯略微壓平。
4. 4.在作法3的白米飯中放入適量作法2的飯糰餡料，並再用手捏製整型成三角型飯糰後，在飯糰外層上面包裹上一層海苔片即可。",,
B01-1196,【食譜】普羅旺斯煎鱈魚:www.ytower.com.tw,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-1196,https://d3l76hx23vw40a.cloudfront.net/recipe/bk181-044.jpg,【材　料】、鱈魚:1片、杏鮑菇片:2支、青蔥段:1支、洋蔥絲:1/3粒、蒜片:3粒、【調 味 料】、普羅旺斯香料:1小匙 黑胡椒粒 少許 鹽 少許 香油 1小匙 米酒 1大匙、黑胡椒粒:少許 鹽 少許 香油 1小匙 米酒 1大匙、鹽:少許 香油 1小匙 米酒 1大匙、香油:1小匙 米酒 1大匙、米酒:1大匙,"1. 1.鱈魚洗淨，再使用餐巾紙吸乾水份備用
2. 2.起鍋，加入適量的油燒熱，再放入作法1的鱈魚以小火將二面煎至上色盛盤備用。
3. 3.續於作法2炒鍋中，放入剩餘的材料以中火爆香，再加入所有的調味料炒香後，鋪放在作法2煎好的鱈魚上即可。",,
B01-0738,【食譜】吻仔魚煎餅:www.ytower.com.tw,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-0738,https://d3l76hx23vw40a.cloudfront.net/recipe/ck59-024a.jpg,【材　料】、吻仔魚:50公克、蔥花:20公克、鹽:1/4茶匙、沙拉油:2大匙、中筋麵粉:麵糊：  100公克、糯米粉:50公克、水:165㏄,"1. 1.將所有麵糊材料調勻成麵糊，靜置約20分鐘備用。
2. 2.吻仔魚用清水略沖洗去除過多鹹味，瀝乾備用。
3. 3.將作法2的吻仔魚、蔥花、鹽與作法1的麵糊一起調勻。
4. 4.熱鍋，加入沙拉油，倒入作法3的麵糊，以小火煎約1分鐘後翻面，用鍋鏟使力壓平、壓扁麵餅，並不時以鍋鏟轉動麵餅，煎至呈金黃色後翻面，另一面也煎至金黃色即可。",,
B01-0917,【食譜】魚湯麵:www.ytower.com.tw,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-0917,https://d3l76hx23vw40a.cloudfront.net/recipe/ck91-032b.jpg,【材　料】、鮮魚肉:300公克、鯛魚片:100公克、青江菜:2顆、魚板:1片、薑:20公克、青蔥:1根、拉麵:120公克、水:1500㏄、【調 味 料】、鹽:1/2茶匙,"1. 1.鮮魚肉洗淨切塊備用；薑洗淨切片備用。
2. 2.備一鍋滾沸的水，將作法1的鮮魚塊汆燙至表面變白，撈出備用。
3. 3.將材料中的水煮至滾沸，依序加入作法2的鮮魚塊、作法1的薑片以及青蔥，以小火熬煮約30分鐘，再以濾網過濾出鮮魚高湯備用。
4. 4.青江菜洗淨，一開二切半備用；鯛魚片洗淨切小片，加1/4茶匙的鹽（份量外）抓勻醃漬約15分鐘備用。
5. 5.備一鍋滾沸的水，將拉麵煮熟撈起，放入麵碗中備用。
6. 6.取約350㏄的作法3的鮮魚高湯煮至滾沸，加入作法3的青江菜、鯛魚片、魚板以及鹽，煮至鯛魚片變白、熟透，倒入作法5麵碗內即可。",,
B01-0635,【食譜】鮪魚水餃:www.ytower.com.tw,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-0635,https://d3l76hx23vw40a.cloudfront.net/recipe/yq19-012b.jpg,【材　料】、水餃皮:300g、鮪魚:200g、小黃瓜:200g、蒜末:5g、洋蔥末:5g、【調 味 料】、鹽:1小匙 糖 1小匙 胡椒粉 少許 太白粉 少許 香油 少許、糖:1小匙 胡椒粉 少許 太白粉 少許 香油 少許、胡椒粉:少許 太白粉 少許 香油 少許、太白粉:少許 香油 少許、香油:少許,"1. 1.小黃瓜洗淨後切去頭尾再刨絲，放入碗中加入份量外的1小匙鹽一起抓勻醃約15分鐘，再用力抓小黃瓜絲讓其瀝乾水分備用。
2. 2.取一大容器放入作法1的小黃瓜絲和其餘材料及調味料一起攪拌均勻成鮪魚內餡。
3. 3.取一片水餃皮，於中間部分放上適量作法2的鮪魚內餡，將上下兩邊皮對折粘起，再於接口處依序折上花紋讓其更加粘緊，重複此動至材料用畢。
4. 4.熱一鍋水煮至滾沸後先滴入少許份量外的香油，再放入作法3包好的鮪魚水餃，煮約5－6分鐘至水重新滾沸。
5. 5.於作法4鍋內加入一量杯水，待水滾沸後將鮪魚水餃撈出即可。",,
B01-397,【食譜】紅燒鰻:www.ytower.com.tw,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-397,https://d3l76hx23vw40a.cloudfront.net/recipe/hq11-022.jpg,【材　料】、鰻魚:300公克、扁魚:2片、香菇:3朵、大白菜:300公克、蔥段:20公克、蒜頭:20公克、高湯:300㏄、地瓜粉:3大匙、【調 味 料】、胡椒粉:1小匙 烏醋 1/2大匙 太白粉 1大匙、烏醋:1/2大匙 太白粉 1大匙、太白粉:1大匙、【醃　 料】、米酒:1大匙、蔥段:少許、薑末:少許、紅糟:2大匙、糖:1大匙、醬油:1大匙、蛋:1個,"1. 1.將處理過的新鮮鰻魚洗淨後，切成3公分長條狀放在容器裡，再將米酒、蔥段、薑末、紅糟、糖、醬油和蛋加入攪拌均勻後，醃漬約30分鐘。
2. 2.將香菇洗淨後，去掉蒂頭切成片狀；將大白菜洗淨，對切後備用。
3. 3.將作法1中的鰻魚裹上一層薄薄的地瓜粉後備用。
4. 4.熱鍋，倒入適量的油燒熱至170℃時，放入作法3的鰻魚炸約3分鐘，轉大火略炸後撈起瀝油備用。
5. 5.將扁魚放入作法4的油鍋中炸約30秒後，撈起瀝油備用。
6. 6.熱油鍋，加入少許油和蔥段、蒜頭爆香後，放入作法5的香菇拌抄過，加入作法2的大白菜、高湯和扁魚燜煮約10分鐘後，再加入鰻魚酥小火煮5分鐘。
7. 7.起鍋前加入胡椒粉和烏醋攪拌均勻後，再將太白粉加水調勻倒入鍋內勾芡，食用時可再加些香菜裝飾。",,
B01-317,【食譜】烤秋刀魚:www.ytower.com.tw,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-317,https://d3l76hx23vw40a.cloudfront.net/recipe/whk35-092a.jpg,【材　料】、秋刀魚:3隻、白芝麻:1小匙、檸檬:1個、【醃　 料】、米酒:1大匙、鹽:1小匙、胡椒粉:1/2小匙、檸檬汁:1小匙、大蒜:3瓣,"1. 1.將秋刀魚洗淨，大蒜先用刀拍過，與其他醃料一起醃秋刀魚10分鐘備用。
2. 2.烤箱預熱至220℃，烤盤上鋪錫箔紙並塗抹少許沙拉油，秋刀魚上撒上芝麻，放入烤箱烤約12分鐘，待顏色變黃即可。吃時擠入檸檬汁味道更佳。",,
B01-1195,【食譜】三杯炒旗魚:www.ytower.com.tw,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-1195,https://d3l76hx23vw40a.cloudfront.net/recipe/bk181-043.jpg,【材　料】、旗魚:1片、辣椒片:1條、薑片:5公克、蒜片:3粒、新鮮九層塔:2支、青蔥段:2支、【調 味 料】、醬油膏:1大匙 米酒 1大匙 糖 1小匙 鹽 少許 白胡椒粉 少許 麻油 1大匙、米酒:1大匙 糖 1小匙 鹽 少許 白胡椒粉 少許 麻油 1大匙、糖:1小匙 鹽 少許 白胡椒粉 少許 麻油 1大匙、鹽:少許 白胡椒粉 少許 麻油 1大匙、白胡椒粉:少許 麻油 1大匙、麻油:1大匙,"1. 1.將旗魚洗淨切塊，用餐巾紙吸乾水份備用。
2. 2.起鍋，加入適量麻油燒熱，放入剩餘的材料爆香。
3. 3.再加入作法1的旗魚塊一起翻炒，最後放入所有的調味料以中火炒香即可。",,
B01-1011,【食譜】椒鹽魚片(1):www.ytower.com.tw,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-1011,https://d3l76hx23vw40a.cloudfront.net/recipe/gy34-032a.jpg,【材　料】、鯛魚:130公克、地瓜粉:適量、【調 味 料】、鹽:少許 白胡椒粉 少許、白胡椒粉:少許,"1. 1.鯛魚洗淨切片，均勻沾裹一層地瓜粉，放入熱油鍋中以中小火炸至呈金黃色，撈出瀝乾油分，排入盤中備用。
2. 2.將所有調味料放入小碟中混合均勻，撒在作法1上或直接沾食即可。",,
